"","zip_code","first_dose","second_dose","single_dose","atleast_one_dose","fully_vaccinated","todaysdate"
"467",22802,42,29,2,44,31,2022-04-26
"468",26750,38,27,4,42,31,2022-04-26
"469",23453,39,28,3,42,31,2022-04-26
"470",28269,53,29,2,55,31,2022-04-26
"471",33025,48,30,1,49,31,2022-04-26
"472",60657,61,28,3,64,31,2022-04-26
"473",63106,34,27,4,38,31,2022-04-26
"474",92109,37,26,5,42,31,2022-04-26
"475",10801,41,26,4,45,30,2022-04-26
"476",11550,44,29,1,45,30,2022-04-26
"477",15411,41,29,1,42,30,2022-04-26
"478",17015,35,25,5,40,30,2022-04-26
"479",17033,48,29,1,49,30,2022-04-26
"480",24502,48,25,5,53,30,2022-04-26
"481",23235,39,27,3,42,30,2022-04-26
"482",27516,58,29,1,59,30,2022-04-26
"483",29577,45,29,1,46,30,2022-04-26
"484",30349,42,29,1,43,30,2022-04-26
"485",30909,50,29,1,51,30,2022-04-26
"486",32256,47,29,1,48,30,2022-04-26
"487",48105,49,28,2,51,30,2022-04-26
"488",10029,43,27,2,45,29,2022-04-26
"489",11743,43,26,3,46,29,2022-04-26
"490",11385,41,27,2,43,29,2022-04-26
"491",17304,32,28,1,33,29,2022-04-26
"492",17025,44,26,3,47,29,2022-04-26
"493",17224,25,25,4,29,29,2022-04-26
"494",18902,39,26,3,42,29,2022-04-26
"495",19951,39,27,2,41,29,2022-04-26
"496",19946,32,23,6,38,29,2022-04-26
"497",23231,38,24,5,43,29,2022-04-26
"498",24401,46,28,1,47,29,2022-04-26
"499",23228,39,26,3,42,29,2022-04-26
"500",23229,43,27,2,45,29,2022-04-26
"501",23434,46,27,2,48,29,2022-04-26
"502",23832,47,24,5,52,29,2022-04-26
"503",23322,58,24,5,63,29,2022-04-26
"504",23455,47,25,4,51,29,2022-04-26
"505",28314,57,28,1,58,29,2022-04-26
"506",29576,32,24,5,37,29,2022-04-26
"507",10012,43,25,3,46,28,2022-04-26
"508",10028,54,27,1,55,28,2022-04-26
"509",19462,32,27,1,33,28,2022-04-26
"510",19422,46,26,2,48,28,2022-04-26
"511",19606,38,24,4,42,28,2022-04-26
"512",23608,41,27,1,42,28,2022-04-26
"513",27606,55,25,3,58,28,2022-04-26
"514",28403,46,27,1,47,28,2022-04-26
"515",32608,48,25,3,51,28,2022-04-26
"516",10466,35,25,2,37,27,2022-04-26
"517",11413,35,26,1,36,27,2022-04-26
"518",11746,45,25,2,47,27,2022-04-26
"519",18901,45,25,2,47,27,2022-04-26
"520",18966,38,24,3,41,27,2022-04-26
"521",19464,49,26,1,50,27,2022-04-26
"522",19081,38,24,3,41,27,2022-04-26
"523",19120,35,23,4,39,27,2022-04-26
"524",20090,40,26,1,41,27,2022-04-26
"525",26743,36,22,5,41,27,2022-04-26
"526",23602,41,23,4,45,27,2022-04-26
"527",27587,46,26,1,47,27,2022-04-26
"528",26720,42,26,1,43,27,2022-04-26
"529",30318,43,23,4,47,27,2022-04-26
"530",93955,37,25,2,39,27,2022-04-26
"531",10304,34,23,3,37,26,2022-04-26
"532",11003,43,25,1,44,26,2022-04-26
"533",10009,69,25,1,70,26,2022-04-26
"534",10461,34,25,1,35,26,2022-04-26
"535",11510,37,24,2,39,26,2022-04-26
"536",16066,35,24,2,37,26,2022-04-26
"537",15530,33,24,2,35,26,2022-04-26
"538",19003,41,21,5,46,26,2022-04-26
"539",19139,47,24,2,49,26,2022-04-26
"540",19148,42,25,1,43,26,2022-04-26
"541",19111,49,25,1,50,26,2022-04-26
"542",23518,36,19,7,43,26,2022-04-26
"543",33040,53,24,2,55,26,2022-04-26
"544",33186,36,25,1,37,26,2022-04-26
"545",44122,41,22,4,45,26,2022-04-26
"546",96734,37,25,1,38,26,2022-04-26
"547",10036,52,23,2,54,25,2022-04-26
"548",11210,46,24,1,47,25,2022-04-26
"549",15317,36,24,1,37,25,2022-04-26
"550",18360,30,22,3,33,25,2022-04-26
"551",19473,29,21,4,33,25,2022-04-26
"552",19333,36,23,2,38,25,2022-04-26
"553",20013,42,24,1,43,25,2022-04-26
"554",19438,36,23,2,38,25,2022-04-26
"555",27613,45,22,3,48,25,2022-04-26
"556",28216,36,24,1,37,25,2022-04-26
"557",30127,41,22,3,44,25,2022-04-26
"558",30309,42,23,2,44,25,2022-04-26
"559",32225,36,22,3,39,25,2022-04-26
"560",34119,38,22,3,41,25,2022-04-26
"561",10456,36,23,1,37,24,2022-04-26
"562",10708,35,23,1,36,24,2022-04-26
"563",10550,27,22,2,29,24,2022-04-26
"564",11214,42,23,1,43,24,2022-04-26
"565",11691,30,21,3,33,24,2022-04-26
"566",11435,35,23,1,36,24,2022-04-26
"567",19018,32,20,4,36,24,2022-04-26
"568",17042,32,23,1,33,24,2022-04-26
"569",17837,38,19,5,43,24,2022-04-26
"570",18976,26,23,1,27,24,2022-04-26
"571",22656,30,19,5,35,24,2022-04-26
"572",24450,33,21,3,36,24,2022-04-26
"573",23323,38,22,2,40,24,2022-04-26
"574",23418,30,23,1,31,24,2022-04-26
"575",27610,36,22,2,38,24,2022-04-26
"576",26704,28,19,5,33,24,2022-04-26
"577",28311,33,20,4,37,24,2022-04-26
"578",28078,40,21,3,43,24,2022-04-26
"579",29223,29,20,4,33,24,2022-04-26
"580",29579,36,21,3,39,24,2022-04-26
"581",33139,55,20,4,59,24,2022-04-26
"582",33496,38,22,2,40,24,2022-04-26
"583",34135,43,23,1,44,24,2022-04-26
"584",43201,36,21,3,39,24,2022-04-26
"585",48823,28,21,3,31,24,2022-04-26
"586",60614,45,23,1,46,24,2022-04-26
"587",60616,37,23,1,38,24,2022-04-26
"588",93940,37,21,3,40,24,2022-04-26
"589",15564,25,22,1,26,23,2022-04-26
"590",17104,27,19,4,31,23,2022-04-26
"591",17319,26,20,3,29,23,2022-04-26
"592",17512,64,20,3,67,23,2022-04-26
"593",18042,27,20,3,30,23,2022-04-26
"594",19078,26,22,1,27,23,2022-04-26
"595",17309,23,19,4,27,23,2022-04-26
"596",19004,39,21,2,41,23,2022-04-26
"597",19608,36,20,3,39,23,2022-04-26
"598",20106,22,19,4,26,23,2022-04-26
"599",20115,27,19,4,31,23,2022-04-26
"600",20181,31,19,4,35,23,2022-04-26
"601",22712,26,22,1,27,23,2022-04-26
"602",22911,41,22,1,42,23,2022-04-26
"603",23407,39,20,3,42,23,2022-04-26
"604",23502,26,19,4,30,23,2022-04-26
"605",28212,28,21,2,30,23,2022-04-26
"606",30329,39,19,4,43,23,2022-04-26
"607",30022,39,21,2,41,23,2022-04-26
"608",32304,34,21,2,36,23,2022-04-26
"609",30033,36,22,1,37,23,2022-04-26
"610",30319,41,22,1,42,23,2022-04-26
"611",32162,55,22,1,56,23,2022-04-26
"612",33458,26,18,5,31,23,2022-04-26
"613",75028,35,21,2,37,23,2022-04-26
"614",11570,29,20,2,31,22,2022-04-26
"615",15534,28,18,4,32,22,2022-04-26
"616",15459,30,21,1,31,22,2022-04-26
"617",15401,29,18,4,33,22,2022-04-26
"618",19034,26,20,2,28,22,2022-04-26
"619",18104,34,20,2,36,22,2022-04-26
"620",19041,33,20,2,35,22,2022-04-26
"621",19046,43,21,1,44,22,2022-04-26
"622",19053,37,18,4,41,22,2022-04-26
"623",18411,21,17,5,26,22,2022-04-26
"624",19085,25,17,5,30,22,2022-04-26
"625",19132,30,19,3,33,22,2022-04-26
"626",19106,40,20,2,42,22,2022-04-26
"627",19145,37,20,2,39,22,2022-04-26
"628",19706,28,20,2,30,22,2022-04-26
"629",23294,34,21,1,35,22,2022-04-26
"630",23302,31,19,3,34,22,2022-04-26
"631",23606,29,19,3,32,22,2022-04-26
"632",27104,25,19,3,28,22,2022-04-26
"633",27502,36,20,2,38,22,2022-04-26
"634",29466,35,19,3,38,22,2022-04-26
"635",32765,30,20,2,32,22,2022-04-26
"636",33511,30,20,2,32,22,2022-04-26
"637",44118,35,20,2,37,22,2022-04-26
"638",48103,42,20,2,44,22,2022-04-26
"639",60622,37,20,2,39,22,2022-04-26
"640",90025,41,21,1,42,22,2022-04-26
"641",96818,35,20,2,37,22,2022-04-26
"642",94109,44,20,2,46,22,2022-04-26
"643",96815,27,21,1,28,22,2022-04-26
"644",11231,36,19,2,38,21,2022-04-26
"645",10598,28,19,2,30,21,2022-04-26
"646",11368,36,20,1,37,21,2022-04-26
"647",10469,26,15,6,32,21,2022-04-26
"648",11229,33,18,3,36,21,2022-04-26
"649",15538,21,16,5,26,21,2022-04-26
"650",15232,32,20,1,33,21,2022-04-26
"651",17545,26,17,4,30,21,2022-04-26
"652",18062,25,18,3,28,21,2022-04-26
"653",17368,22,16,5,27,21,2022-04-26
"654",19090,23,19,2,25,21,2022-04-26
"655",24501,31,20,1,32,21,2022-04-26
"656",22625,21,14,7,28,21,2022-04-26
"657",23513,25,17,4,29,21,2022-04-26
"658",23420,29,19,2,31,21,2022-04-26
"659",24073,27,19,2,29,21,2022-04-26
"660",27510,33,20,1,34,21,2022-04-26
"661",27407,35,18,3,38,21,2022-04-26
"662",30043,40,19,2,42,21,2022-04-26
"663",32259,39,20,1,40,21,2022-04-26
"664",33404,25,16,5,30,21,2022-04-26
"665",33411,24,18,3,27,21,2022-04-26
"666",47401,37,20,1,38,21,2022-04-26
"667",92101,36,18,3,39,21,2022-04-26
"668",10022,35,18,2,37,20,2022-04-26
"669",10031,38,19,1,39,20,2022-04-26
"670",10065,48,19,1,49,20,2022-04-26
"671",10014,44,16,4,48,20,2022-04-26
"672",11209,34,18,2,36,20,2022-04-26
"673",10017,29,15,5,34,20,2022-04-26
"674",11520,34,19,1,35,20,2022-04-26
"675",15241,28,18,2,30,20,2022-04-26
"676",15642,23,18,2,25,20,2022-04-26
"677",16602,23,18,2,25,20,2022-04-26
"678",15237,33,19,1,34,20,2022-04-26
"679",16823,26,18,2,28,20,2022-04-26
"680",17057,33,18,2,35,20,2022-04-26
"681",19015,30,19,1,31,20,2022-04-26
"682",18301,33,18,2,35,20,2022-04-26
"683",19941,27,18,2,29,20,2022-04-26
"684",19301,25,17,3,28,20,2022-04-26
"685",19124,30,18,2,32,20,2022-04-26
"686",19310,20,17,3,23,20,2022-04-26
"687",19072,37,19,1,38,20,2022-04-26
"688",19365,20,19,1,21,20,2022-04-26
"689",19465,27,17,3,30,20,2022-04-26
"690",23227,26,18,2,28,20,2022-04-26
"691",26301,29,17,3,32,20,2022-04-26
"692",23805,30,19,1,31,20,2022-04-26
"693",27517,40,17,3,43,20,2022-04-26
"694",29464,35,19,1,36,20,2022-04-26
"695",32137,31,18,2,33,20,2022-04-26
"696",33062,39,19,1,40,20,2022-04-26
"697",32835,25,17,3,28,20,2022-04-26
"698",33410,44,18,2,46,20,2022-04-26
"699",32940,35,19,1,36,20,2022-04-26
"700",33156,38,17,3,41,20,2022-04-26
"701",33480,36,19,1,37,20,2022-04-26
"702",37027,23,15,5,28,20,2022-04-26
"703",60201,42,18,2,44,20,2022-04-26
"704",77399,37,12,8,45,20,2022-04-26
"705",78248,19,16,4,23,20,2022-04-26
"706",94025,25,15,5,30,20,2022-04-26
"707",10463,38,17,2,40,19,2022-04-26
"708",11101,40,18,1,41,19,2022-04-26
"709",10573,24,18,1,25,19,2022-04-26
"710",10452,29,18,1,30,19,2022-04-26
"711",12866,24,17,2,26,19,2022-04-26
"712",11434,34,17,2,36,19,2022-04-26
"713",11566,24,18,1,25,19,2022-04-26
"714",12345,26,17,2,28,19,2022-04-26
"715",15044,24,14,5,29,19,2022-04-26
"716",17339,19,17,2,21,19,2022-04-26
"717",18015,31,17,2,33,19,2022-04-26
"718",17536,24,17,2,26,19,2022-04-26
"719",18974,30,17,2,32,19,2022-04-26
"720",18017,22,17,2,24,19,2022-04-26
"721",18103,24,17,2,26,19,2022-04-26
"722",17552,25,18,1,26,19,2022-04-26
"723",19013,29,16,3,32,19,2022-04-26
"724",19035,24,17,2,26,19,2022-04-26
"725",19127,28,17,2,30,19,2022-04-26
"726",20144,22,17,2,24,19,2022-04-26
"727",19440,28,18,1,29,19,2022-04-26
"728",23426,21,17,2,23,19,2022-04-26
"729",24551,29,18,1,30,19,2022-04-26
"730",23413,16,7,12,28,19,2022-04-26
"731",23114,26,18,1,27,19,2022-04-26
"732",27265,32,18,1,33,19,2022-04-26
"733",27405,31,17,2,33,19,2022-04-26
"734",27607,22,16,3,25,19,2022-04-26
"735",27615,28,17,2,30,19,2022-04-26
"736",29526,33,16,3,36,19,2022-04-26
"737",33027,35,18,1,36,19,2022-04-26
"738",33437,41,14,5,46,19,2022-04-26
"739",34102,41,18,1,42,19,2022-04-26
"740",33414,39,17,2,41,19,2022-04-26
"741",35806,21,18,1,22,19,2022-04-26
"742",63017,40,18,1,41,19,2022-04-26
"743",77450,27,17,2,29,19,2022-04-26
"744",77494,29,16,3,32,19,2022-04-26
"745",85281,48,18,1,49,19,2022-04-26
"746",95134,32,18,1,33,19,2022-04-26
"747",10314,31,17,1,32,18,2022-04-26
"748",10032,38,16,2,40,18,2022-04-26
"749",11103,36,17,1,37,18,2022-04-26
"750",11372,27,17,1,28,18,2022-04-26
"751",15090,28,16,2,30,18,2022-04-26
"752",15601,33,16,2,35,18,2022-04-26
"753",15540,38,17,1,39,18,2022-04-26
"754",19040,21,15,3,24,18,2022-04-26
"755",19102,32,17,1,33,18,2022-04-26
"756",19601,24,17,1,25,18,2022-04-26
"757",20135,23,17,1,24,18,2022-04-26
"758",19141,36,17,1,37,18,2022-04-26
"759",19343,22,15,3,25,18,2022-04-26
"760",20143,24,17,1,25,18,2022-04-26
"761",19931,20,14,4,24,18,2022-04-26
"762",20117,24,17,1,25,18,2022-04-26
"763",23226,23,15,3,26,18,2022-04-26
"764",23093,24,16,2,26,18,2022-04-26
"765",25801,24,16,2,26,18,2022-04-26
"766",26292,39,17,1,40,18,2022-04-26
"767",23236,27,15,3,30,18,2022-04-26
"768",23838,19,17,1,20,18,2022-04-26
"769",26537,26,17,1,27,18,2022-04-26
"770",27540,30,16,2,32,18,2022-04-26
"771",27858,24,15,3,27,18,2022-04-26
"772",28262,25,15,3,28,18,2022-04-26
"773",28532,18,15,3,21,18,2022-04-26
"774",28546,30,13,5,35,18,2022-04-26
"775",29414,27,15,3,30,18,2022-04-26
"776",28227,23,16,2,25,18,2022-04-26
"777",30030,27,16,2,29,18,2022-04-26
"778",30032,23,14,4,27,18,2022-04-26
"779",29501,25,17,1,26,18,2022-04-26
"780",30083,25,16,2,27,18,2022-04-26
"781",32164,35,17,1,36,18,2022-04-26
"782",33134,32,13,5,37,18,2022-04-26
"783",33024,37,17,1,38,18,2022-04-26
"784",33178,40,16,2,42,18,2022-04-26
"785",33021,30,16,2,32,18,2022-04-26
"786",33606,28,17,1,29,18,2022-04-26
"787",33928,36,17,1,37,18,2022-04-26
"788",48197,22,17,1,23,18,2022-04-26
"789",60640,43,17,1,44,18,2022-04-26
"790",77479,30,15,3,33,18,2022-04-26
"791",76542,30,16,2,32,18,2022-04-26
"792",92037,33,16,2,35,18,2022-04-26
"793",11040,29,16,1,30,17,2022-04-26
"794",10030,25,14,3,28,17,2022-04-26
"795",10457,21,16,1,22,17,2022-04-26
"796",11357,20,16,1,21,17,2022-04-26
"797",10301,23,16,1,24,17,2022-04-26
"798",10451,23,16,1,24,17,2022-04-26
"799",11222,33,16,1,34,17,2022-04-26
"800",10458,28,16,1,29,17,2022-04-26
"801",11801,32,16,1,33,17,2022-04-26
"802",19008,34,16,1,35,17,2022-04-26
"803",17701,24,15,2,26,17,2022-04-26
"804",19006,28,15,2,30,17,2022-04-26
"805",20064,22,16,1,23,17,2022-04-26
"806",19116,23,16,1,24,17,2022-04-26
"807",19134,23,16,1,24,17,2022-04-26
"808",20137,21,15,2,23,17,2022-04-26
"809",19444,25,16,1,26,17,2022-04-26
"810",22448,28,13,4,32,17,2022-04-26
"811",23061,15,11,6,21,17,2022-04-26
"812",28412,23,15,2,25,17,2022-04-26
"813",28562,26,16,1,27,17,2022-04-26
"814",32303,24,14,3,27,17,2022-04-26
"815",30067,25,16,1,26,17,2022-04-26
"816",31909,19,15,2,21,17,2022-04-26
"817",32174,20,13,4,24,17,2022-04-26
"818",32825,21,14,3,24,17,2022-04-26
"819",32963,49,14,3,52,17,2022-04-26
"820",33316,25,16,1,26,17,2022-04-26
"821",32819,24,16,1,25,17,2022-04-26
"822",33023,29,16,1,30,17,2022-04-26
"823",33071,21,15,2,23,17,2022-04-26
"824",33157,24,15,2,26,17,2022-04-26
"825",33477,34,16,1,35,17,2022-04-26
"826",33913,25,16,1,26,17,2022-04-26
"827",45040,24,14,3,27,17,2022-04-26
"828",63108,52,11,6,58,17,2022-04-26
"829",77005,27,16,1,28,17,2022-04-26
"830",77459,28,14,3,31,17,2022-04-26
"831",94608,29,14,3,32,17,2022-04-26
"832",95014,24,16,1,25,17,2022-04-26
"833",99352,20,16,1,21,17,2022-04-26
"834",10465,15,13,3,18,16,2022-04-26
"835",11367,26,15,1,27,16,2022-04-26
"836",10605,25,15,1,26,16,2022-04-26
"837",10033,18,14,2,20,16,2022-04-26
"838",10468,18,12,4,22,16,2022-04-26
"839",11717,23,15,1,24,16,2022-04-26
"840",11787,26,15,1,27,16,2022-04-26
"841",14623,21,15,1,22,16,2022-04-26
"842",13905,20,14,2,22,16,2022-04-26
"843",14534,28,15,1,29,16,2022-04-26
"844",17102,19,13,3,22,16,2022-04-26
"845",19036,19,13,3,22,16,2022-04-26
"846",19351,18,15,1,19,16,2022-04-26
"847",19954,16,14,2,18,16,2022-04-26
"848",19610,28,15,1,29,16,2022-04-26
"849",20158,26,15,1,27,16,2022-04-26
"850",23219,25,14,2,27,16,2022-04-26
"851",27409,20,15,1,21,16,2022-04-26
"852",28451,29,15,1,30,16,2022-04-26
"853",28405,24,15,1,25,16,2022-04-26
"854",29403,26,14,2,28,16,2022-04-26
"855",29485,24,13,3,27,16,2022-04-26
"856",30345,23,15,1,24,16,2022-04-26
"857",29910,32,14,2,34,16,2022-04-26
"858",30324,33,12,4,37,16,2022-04-26
"859",31313,20,14,2,22,16,2022-04-26
"860",32244,23,15,1,24,16,2022-04-26
"861",32828,27,12,4,31,16,2022-04-26
"862",33179,30,14,2,32,16,2022-04-26
"863",32817,20,14,2,22,16,2022-04-26
"864",33312,29,15,1,30,16,2022-04-26
"865",33428,23,13,3,26,16,2022-04-26
"866",33324,26,15,1,27,16,2022-04-26
"867",33433,42,15,1,43,16,2022-04-26
"868",34293,36,15,1,37,16,2022-04-26
"869",34711,28,14,2,30,16,2022-04-26
"870",60647,35,15,1,36,16,2022-04-26
"871",92122,32,14,2,34,16,2022-04-26
"872",10956,21,14,1,22,15,2022-04-26
"873",10453,23,14,1,24,15,2022-04-26
"874",10710,20,14,1,21,15,2022-04-26
"875",11733,18,14,1,19,15,2022-04-26
"876",15532,18,13,2,20,15,2022-04-26
"877",16601,15,12,3,18,15,2022-04-26
"878",15501,20,11,4,24,15,2022-04-26
"879",16648,14,12,3,17,15,2022-04-26
"880",17364,16,14,1,17,15,2022-04-26
"881",18944,21,12,3,24,15,2022-04-26
"882",18964,16,13,2,18,15,2022-04-26
"883",19114,28,13,2,30,15,2022-04-26
"884",19475,20,13,2,22,15,2022-04-26
"885",20044,18,14,1,19,15,2022-04-26
"886",20201,14,14,1,15,15,2022-04-26
"887",22572,16,12,3,19,15,2022-04-26
"888",22835,20,14,1,21,15,2022-04-26
"889",23324,19,14,1,20,15,2022-04-26
"890",23701,32,14,1,33,15,2022-04-26
"891",26287,23,13,2,25,15,2022-04-26
"892",22657,23,13,2,25,15,2022-04-26
"893",23139,15,11,4,19,15,2022-04-26
"894",23503,28,13,2,30,15,2022-04-26
"895",27603,30,13,2,32,15,2022-04-26
"896",27612,22,12,3,25,15,2022-04-26
"897",28027,28,13,2,30,15,2022-04-26
"898",28270,25,14,1,26,15,2022-04-26
"899",27948,17,12,3,20,15,2022-04-26
"900",28215,21,14,1,22,15,2022-04-26
"901",28348,18,13,2,20,15,2022-04-26
"902",30213,24,14,1,25,15,2022-04-26
"903",30316,26,14,1,27,15,2022-04-26
"904",30331,34,14,1,35,15,2022-04-26
"905",29585,19,13,2,21,15,2022-04-26
"906",29566,20,13,2,22,15,2022-04-26
"907",29582,24,13,2,26,15,2022-04-26
"908",30084,28,13,2,30,15,2022-04-26
"909",32034,36,14,1,37,15,2022-04-26
"910",30058,26,14,1,27,15,2022-04-26
"911",32092,21,12,3,24,15,2022-04-26
"912",32080,17,11,4,21,15,2022-04-26
"913",32607,24,14,1,25,15,2022-04-26
"914",32792,27,13,2,29,15,2022-04-26
"915",32901,22,13,2,24,15,2022-04-26
"916",33304,31,14,1,32,15,2022-04-26
"917",33463,23,14,1,24,15,2022-04-26
"918",35758,22,13,2,24,15,2022-04-26
"919",34242,17,10,5,22,15,2022-04-26
"920",34953,24,14,1,25,15,2022-04-26
"921",43210,16,14,1,17,15,2022-04-26
"922",44107,21,14,1,22,15,2022-04-26
"923",43202,23,14,1,24,15,2022-04-26
"924",60015,18,14,1,19,15,2022-04-26
"925",75013,24,14,1,25,15,2022-04-26
"926",77095,25,10,5,30,15,2022-04-26
"927",90007,28,13,2,30,15,2022-04-26
"928",92009,23,13,2,25,15,2022-04-26
"929",92130,25,14,1,26,15,2022-04-26
"930",94087,20,13,2,22,15,2022-04-26
"931",10038,32,13,1,33,14,2022-04-26
"932",10472,19,13,1,20,14,2022-04-26
"933",10538,24,13,1,25,14,2022-04-26
"934",11358,21,13,1,22,14,2022-04-26
"935",10701,27,13,1,28,14,2022-04-26
"936",10704,15,13,1,16,14,2022-04-26
"937",12065,26,13,1,27,14,2022-04-26
"938",15001,13,10,4,17,14,2022-04-26
"939",15102,17,13,1,18,14,2022-04-26
"940",14127,16,13,1,17,14,2022-04-26
"941",15701,15,12,2,17,14,2022-04-26
"942",16802,17,13,1,18,14,2022-04-26
"943",17579,13,12,2,15,14,2022-04-26
"944",18049,18,12,2,20,14,2022-04-26
"945",18064,19,12,2,21,14,2022-04-26
"946",17517,13,11,3,16,14,2022-04-26
"947",17372,19,13,1,20,14,2022-04-26
"948",17557,12,11,3,15,14,2022-04-26
"949",19152,27,13,1,28,14,2022-04-26
"950",19140,22,13,1,23,14,2022-04-26
"951",23601,21,13,1,22,14,2022-04-26
"952",24153,19,13,1,20,14,2022-04-26
"953",25446,16,13,1,17,14,2022-04-26
"954",23414,17,11,3,20,14,2022-04-26
"955",23350,32,13,1,33,14,2022-04-26
"956",27520,22,13,1,23,14,2022-04-26
"957",28104,21,12,2,23,14,2022-04-26
"958",28117,29,13,1,30,14,2022-04-26
"959",28205,27,12,2,29,14,2022-04-26
"960",29150,18,13,1,19,14,2022-04-26
"961",28461,26,12,2,28,14,2022-04-26
"962",29483,19,11,3,22,14,2022-04-26
"963",29572,20,13,1,21,14,2022-04-26
"964",30005,22,12,2,24,14,2022-04-26
"965",29909,26,13,1,27,14,2022-04-26
"966",30052,28,13,1,29,14,2022-04-26
"967",32084,25,10,4,29,14,2022-04-26
"968",30253,18,13,1,19,14,2022-04-26
"969",32257,16,10,4,20,14,2022-04-26
"970",33050,23,13,1,24,14,2022-04-26
