"","zip_code","first_dose","second_dose","single_dose","atleast_one_dose","fully_vaccinated","todaysdate"
"2548",30165,6,2,1,7,3,2022-04-26
"2549",30548,4,2,1,5,3,2022-04-26
"2550",29574,3,2,1,4,3,2022-04-26
"2551",29439,3,1,2,5,3,2022-04-26
"2552",30054,2,2,1,3,3,2022-04-26
"2553",32219,2,2,1,3,3,2022-04-26
"2554",32254,3,2,1,4,3,2022-04-26
"2555",29851,2,2,1,3,3,2022-04-26
"2556",30008,6,2,1,7,3,2022-04-26
"2557",30260,4,2,1,5,3,2022-04-26
"2558",31312,2,2,1,3,3,2022-04-26
"2559",30340,5,2,1,6,3,2022-04-26
"2560",30720,3,2,1,4,3,2022-04-26
"2561",31906,4,2,1,5,3,2022-04-26
"2562",32097,8,2,1,9,3,2022-04-26
"2563",32124,4,2,1,5,3,2022-04-26
"2564",32501,4,2,1,5,3,2022-04-26
"2565",33417,12,2,1,13,3,2022-04-26
"2566",33510,5,2,1,6,3,2022-04-26
"2567",32820,3,2,1,4,3,2022-04-26
"2568",33189,9,2,1,10,3,2022-04-26
"2569",33774,6,2,1,7,3,2022-04-26
"2570",33868,6,2,1,7,3,2022-04-26
"2571",33954,3,2,1,4,3,2022-04-26
"2572",34222,4,2,1,5,3,2022-04-26
"2573",34420,NA,1,2,NA,3,2022-04-26
"2574",34465,9,2,1,10,3,2022-04-26
"2575",34472,6,2,1,7,3,2022-04-26
"2576",34690,3,2,1,4,3,2022-04-26
"2577",34452,4,2,1,5,3,2022-04-26
"2578",34769,4,2,1,5,3,2022-04-26
"2579",33760,5,2,1,6,3,2022-04-26
"2580",35023,3,2,1,4,3,2022-04-26
"2581",35180,3,2,1,4,3,2022-04-26
"2582",35216,4,2,1,5,3,2022-04-26
"2583",34947,3,2,1,4,3,2022-04-26
"2584",35222,3,2,1,4,3,2022-04-26
"2585",36526,5,2,1,6,3,2022-04-26
"2586",37035,2,2,1,3,3,2022-04-26
"2587",37130,4,2,1,5,3,2022-04-26
"2588",35223,2,2,1,3,3,2022-04-26
"2589",36618,3,2,1,4,3,2022-04-26
"2590",38138,5,2,1,6,3,2022-04-26
"2591",34224,3,1,2,5,3,2022-04-26
"2592",36265,3,2,1,4,3,2022-04-26
"2593",37066,5,2,1,6,3,2022-04-26
"2594",37167,5,1,2,7,3,2022-04-26
"2595",38053,2,2,1,3,3,2022-04-26
"2596",38732,2,2,1,3,3,2022-04-26
"2597",40272,7,2,1,8,3,2022-04-26
"2598",40422,3,2,1,4,3,2022-04-26
"2599",35020,4,2,1,5,3,2022-04-26
"2600",35803,8,2,1,9,3,2022-04-26
"2601",40601,3,2,1,4,3,2022-04-26
"2602",42240,3,1,2,5,3,2022-04-26
"2603",43074,7,2,1,8,3,2022-04-26
"2604",43123,7,2,1,8,3,2022-04-26
"2605",40324,3,2,1,4,3,2022-04-26
"2606",41011,4,2,1,5,3,2022-04-26
"2607",43920,2,2,1,3,3,2022-04-26
"2608",44017,4,2,1,5,3,2022-04-26
"2609",42101,5,2,1,6,3,2022-04-26
"2610",42160,1,1,2,3,3,2022-04-26
"2611",43021,4,2,1,5,3,2022-04-26
"2612",44039,5,2,1,6,3,2022-04-26
"2613",44141,2,2,1,3,3,2022-04-26
"2614",44264,1,1,2,3,3,2022-04-26
"2615",44212,4,2,1,5,3,2022-04-26
"2616",45245,2,2,1,3,3,2022-04-26
"2617",38506,7,2,1,8,3,2022-04-26
"2618",40505,3,2,1,4,3,2022-04-26
"2619",45420,5,2,1,6,3,2022-04-26
"2620",48208,2,2,1,3,3,2022-04-26
"2621",47203,4,2,1,5,3,2022-04-26
"2622",48189,2,2,1,3,3,2022-04-26
"2623",48220,2,2,1,3,3,2022-04-26
"2624",44452,2,2,1,3,3,2022-04-26
"2625",45371,2,2,1,3,3,2022-04-26
"2626",45805,3,2,1,4,3,2022-04-26
"2627",46142,3,2,1,4,3,2022-04-26
"2628",46259,2,1,2,4,3,2022-04-26
"2629",48146,2,2,1,3,3,2022-04-26
"2630",48708,2,2,1,3,3,2022-04-26
"2631",53704,8,2,1,9,3,2022-04-26
"2632",54303,2,2,1,3,3,2022-04-26
"2633",55343,3,2,1,4,3,2022-04-26
"2634",44281,4,2,1,5,3,2022-04-26
"2635",48226,4,2,1,5,3,2022-04-26
"2636",48328,1,1,2,3,3,2022-04-26
"2637",48910,8,2,1,9,3,2022-04-26
"2638",49221,2,1,2,4,3,2022-04-26
"2639",46239,3,2,1,4,3,2022-04-26
"2640",46403,3,2,1,4,3,2022-04-26
"2641",48084,4,2,1,5,3,2022-04-26
"2642",53726,5,2,1,6,3,2022-04-26
"2643",54901,2,1,2,4,3,2022-04-26
"2644",55128,2,2,1,3,3,2022-04-26
"2645",55428,6,2,1,7,3,2022-04-26
"2646",55455,3,2,1,4,3,2022-04-26
"2647",48836,1,1,2,3,3,2022-04-26
"2648",50131,1,1,2,3,3,2022-04-26
"2649",55411,3,2,1,4,3,2022-04-26
"2650",57701,3,2,1,4,3,2022-04-26
"2651",49686,8,2,1,9,3,2022-04-26
"2652",57106,3,2,1,4,3,2022-04-26
"2653",60002,2,2,1,3,3,2022-04-26
"2654",60624,3,2,1,4,3,2022-04-26
"2655",63010,8,2,1,9,3,2022-04-26
"2656",63026,21,2,1,22,3,2022-04-26
"2657",60124,4,2,1,5,3,2022-04-26
"2658",60630,5,2,1,6,3,2022-04-26
"2659",62234,3,2,1,4,3,2022-04-26
"2660",62236,2,2,1,3,3,2022-04-26
"2661",62521,3,2,1,4,3,2022-04-26
"2662",62025,3,2,1,4,3,2022-04-26
"2663",63129,12,2,1,13,3,2022-04-26
"2664",63131,16,1,2,18,3,2022-04-26
"2665",64082,2,1,2,4,3,2022-04-26
"2666",64131,5,2,1,6,3,2022-04-26
"2667",63132,16,1,2,18,3,2022-04-26
"2668",67212,4,2,1,5,3,2022-04-26
"2669",71106,3,1,2,5,3,2022-04-26
"2670",71115,6,2,1,7,3,2022-04-26
"2671",70117,7,1,2,9,3,2022-04-26
"2672",70131,2,2,1,3,3,2022-04-26
"2673",70583,2,2,1,3,3,2022-04-26
"2674",68504,1,1,2,3,3,2022-04-26
"2675",70607,4,2,1,5,3,2022-04-26
"2676",63115,13,1,2,15,3,2022-04-26
"2677",63701,6,2,1,7,3,2022-04-26
"2678",64060,3,2,1,4,3,2022-04-26
"2679",70471,5,2,1,6,3,2022-04-26
"2680",75203,4,2,1,5,3,2022-04-26
"2681",73135,2,2,1,3,3,2022-04-26
"2682",74114,3,2,1,4,3,2022-04-26
"2683",75209,4,2,1,5,3,2022-04-26
"2684",75482,2,1,2,4,3,2022-04-26
"2685",75077,8,2,1,9,3,2022-04-26
"2686",75703,1,1,2,3,3,2022-04-26
"2687",77373,2,2,1,3,3,2022-04-26
"2688",76120,3,2,1,4,3,2022-04-26
"2689",76706,5,2,1,6,3,2022-04-26
"2690",77554,2,2,1,3,3,2022-04-26
"2691",76021,6,1,2,8,3,2022-04-26
"2692",76559,4,2,1,5,3,2022-04-26
"2693",78541,2,2,1,3,3,2022-04-26
"2694",78552,3,2,1,4,3,2022-04-26
"2695",79109,4,2,1,5,3,2022-04-26
"2696",78628,6,2,1,7,3,2022-04-26
"2697",78732,8,2,1,9,3,2022-04-26
"2698",78840,3,2,1,4,3,2022-04-26
"2699",79907,2,2,1,3,3,2022-04-26
"2700",78728,8,2,1,9,3,2022-04-26
"2701",80003,6,2,1,7,3,2022-04-26
"2702",80014,8,2,1,9,3,2022-04-26
"2703",80516,4,2,1,5,3,2022-04-26
"2704",80138,4,2,1,5,3,2022-04-26
"2705",80922,6,2,1,7,3,2022-04-26
"2706",83221,2,2,1,3,3,2022-04-26
"2707",84009,2,2,1,3,3,2022-04-26
"2708",83687,2,2,1,3,3,2022-04-26
"2709",85040,3,2,1,4,3,2022-04-26
"2710",85257,5,2,1,6,3,2022-04-26
"2711",85641,5,2,1,6,3,2022-04-26
"2712",80909,2,1,2,4,3,2022-04-26
"2713",83713,4,2,1,5,3,2022-04-26
"2714",84401,4,2,1,5,3,2022-04-26
"2715",85003,2,2,1,3,3,2022-04-26
"2716",85119,5,2,1,6,3,2022-04-26
"2717",89183,4,2,1,5,3,2022-04-26
"2718",89801,2,2,1,3,3,2022-04-26
"2719",90303,5,2,1,6,3,2022-04-26
"2720",90621,5,2,1,6,3,2022-04-26
"2721",83861,2,2,1,3,3,2022-04-26
"2722",84045,4,2,1,5,3,2022-04-26
"2723",84663,2,2,1,3,3,2022-04-26
"2724",85033,5,1,2,7,3,2022-04-26
"2725",85250,4,2,1,5,3,2022-04-26
"2726",85396,6,2,1,7,3,2022-04-26
"2727",90201,3,2,1,4,3,2022-04-26
"2728",90290,4,2,1,5,3,2022-04-26
"2729",87120,8,2,1,9,3,2022-04-26
"2730",90245,6,2,1,7,3,2022-04-26
"2731",85388,5,2,1,6,3,2022-04-26
"2732",85711,2,2,1,3,3,2022-04-26
"2733",87031,3,2,1,4,3,2022-04-26
"2734",87401,3,2,1,4,3,2022-04-26
"2735",87508,7,1,2,9,3,2022-04-26
"2736",89030,3,2,1,4,3,2022-04-26
"2737",91306,5,2,1,6,3,2022-04-26
"2738",91390,2,2,1,3,3,2022-04-26
"2739",91791,5,2,1,6,3,2022-04-26
"2740",92075,1,1,2,3,3,2022-04-26
"2741",92376,3,2,1,4,3,2022-04-26
"2742",92625,3,2,1,4,3,2022-04-26
"2743",90057,6,2,1,7,3,2022-04-26
"2744",90059,4,2,1,5,3,2022-04-26
"2745",90241,4,2,1,5,3,2022-04-26
"2746",91361,5,2,1,6,3,2022-04-26
"2747",91754,3,2,1,4,3,2022-04-26
"2748",91945,4,2,1,5,3,2022-04-26
"2749",92270,5,1,2,7,3,2022-04-26
"2750",92504,4,2,1,5,3,2022-04-26
"2751",93436,5,2,1,6,3,2022-04-26
"2752",93437,2,2,1,3,3,2022-04-26
"2753",93907,1,1,2,3,3,2022-04-26
"2754",91303,3,2,1,4,3,2022-04-26
"2755",92314,2,2,1,3,3,2022-04-26
"2756",93109,4,2,1,5,3,2022-04-26
"2757",92883,4,2,1,5,3,2022-04-26
"2758",93033,3,2,1,4,3,2022-04-26
"2759",93427,2,2,1,3,3,2022-04-26
"2760",95341,3,2,1,4,3,2022-04-26
"2761",95826,3,2,1,4,3,2022-04-26
"2762",97304,4,2,1,5,3,2022-04-26
"2763",97420,2,2,1,3,3,2022-04-26
"2764",94520,2,2,1,3,3,2022-04-26
"2765",94947,3,2,1,4,3,2022-04-26
"2766",95603,3,1,2,5,3,2022-04-26
"2767",95834,9,2,1,10,3,2022-04-26
"2768",97031,5,2,1,6,3,2022-04-26
"2769",98166,2,2,1,3,3,2022-04-26
"2770",98282,4,2,1,5,3,2022-04-26
"2771",98368,3,2,1,4,3,2022-04-26
"2772",98226,5,2,1,6,3,2022-04-26
"2773",98642,3,2,1,4,3,2022-04-26
"2774",98662,2,2,1,3,3,2022-04-26
"2775",99645,4,2,1,5,3,2022-04-26
"2776",97504,3,2,1,4,3,2022-04-26
"2777",98036,4,2,1,5,3,2022-04-26
"2778",98070,3,2,1,4,3,2022-04-26
"2779",98604,6,2,1,7,3,2022-04-26
"2780",98503,4,2,1,5,3,2022-04-26
"2781",97301,4,2,1,5,3,2022-04-26
"2782",97403,3,2,1,4,3,2022-04-26
"2783",99709,5,2,1,6,3,2022-04-26
"2784",10509,3,1,1,4,2,2022-04-26
"2785",12182,3,1,1,4,2,2022-04-26
"2786",12198,2,1,1,3,2,2022-04-26
"2787",13069,2,1,1,3,2,2022-04-26
"2788",12468,1,1,1,2,2,2022-04-26
"2789",11724,1,1,1,2,2,2022-04-26
"2790",12078,1,1,1,2,2,2022-04-26
"2791",12528,3,1,1,4,2,2022-04-26
"2792",12828,1,1,1,2,2,2022-04-26
"2793",12919,1,1,1,2,2,2022-04-26
"2794",12946,5,1,1,6,2,2022-04-26
"2795",12308,2,1,1,3,2,2022-04-26
"2796",13108,1,1,1,2,2,2022-04-26
"2797",13145,1,1,1,2,2,2022-04-26
"2798",14892,1,1,1,2,2,2022-04-26
"2799",14903,1,1,1,2,2,2022-04-26
"2800",15085,2,1,1,3,2,2022-04-26
"2801",14502,2,1,1,3,2,2022-04-26
"2802",15084,2,1,1,3,2,2022-04-26
"2803",13492,NA,1,1,NA,2,2022-04-26
"2804",13612,1,1,1,2,2,2022-04-26
"2805",14779,1,1,1,2,2,2022-04-26
"2806",15207,3,1,1,4,2,2022-04-26
"2807",15473,1,1,1,2,2,2022-04-26
"2808",17062,2,1,1,3,2,2022-04-26
"2809",15714,1,1,1,2,2,2022-04-26
"2810",16150,2,1,1,3,2,2022-04-26
"2811",17087,3,1,1,4,2,2022-04-26
"2812",17088,2,1,1,3,2,2022-04-26
"2813",17255,2,1,1,3,2,2022-04-26
"2814",17529,3,1,1,4,2,2022-04-26
"2815",17981,2,1,1,3,2,2022-04-26
"2816",18332,1,1,1,2,2,2022-04-26
"2817",18350,1,1,1,2,2,2022-04-26
"2818",18464,1,1,1,2,2,2022-04-26
"2819",18834,2,1,1,3,2,2022-04-26
"2820",15636,1,1,1,2,2,2022-04-26
"2821",15906,4,1,1,5,2,2022-04-26
"2822",17024,3,1,1,4,2,2022-04-26
"2823",17040,1,1,1,2,2,2022-04-26
"2824",18091,2,1,1,3,2,2022-04-26
"2825",19009,4,1,1,5,2,2022-04-26
"2826",18219,2,1,1,3,2,2022-04-26
"2827",18853,1,1,1,2,2,2022-04-26
"2828",19137,1,1,1,2,2,2022-04-26
"2829",17834,2,1,1,3,2,2022-04-26
"2830",19437,4,1,1,5,2,2022-04-26
"2831",19980,2,1,1,3,2,2022-04-26
"2832",20023,2,1,1,3,2,2022-04-26
"2833",20050,1,1,1,2,2,2022-04-26
"2834",20216,2,1,1,3,2,2022-04-26
"2835",20108,3,1,1,4,2,2022-04-26
"2836",20205,1,1,1,2,2,2022-04-26
"2837",20359,1,1,1,2,2,2022-04-26
"2838",20376,1,1,1,2,2,2022-04-26
"2839",20412,1,1,1,2,2,2022-04-26
"2840",20413,1,1,1,2,2,2022-04-26
"2841",22194,4,1,1,5,2,2022-04-26
"2842",21945,1,1,1,2,2,2022-04-26
"2843",22068,1,1,1,2,2,2022-04-26
"2844",22853,1,1,1,2,2,2022-04-26
"2845",24637,1,1,1,2,2,2022-04-26
"2846",25271,2,1,1,3,2,2022-04-26
"2847",25412,1,1,1,2,2,2022-04-26
"2848",26818,2,1,1,3,2,2022-04-26
"2849",23009,4,1,1,5,2,2022-04-26
"2850",23063,2,1,1,3,2,2022-04-26
"2851",23345,1,1,1,2,2,2022-04-26
"2852",26452,3,1,1,4,2,2022-04-26
"2853",24175,2,1,1,3,2,2022-04-26
"2854",24870,1,1,1,2,2,2022-04-26
"2855",25245,1,1,1,2,2,2022-04-26
"2856",23086,1,1,1,2,2,2022-04-26
"2857",24375,1,1,1,2,2,2022-04-26
"2858",24925,1,1,1,2,2,2022-04-26
"2859",27812,3,1,1,4,2,2022-04-26
"2860",27880,2,1,1,3,2,2022-04-26
"2861",27258,2,1,1,3,2,2022-04-26
"2862",27958,4,1,1,5,2,2022-04-26
"2863",27043,2,1,1,3,2,2022-04-26
"2864",28120,6,1,1,7,2,2022-04-26
"2865",28345,4,1,1,5,2,2022-04-26
"2866",28445,5,1,1,6,2,2022-04-26
"2867",27583,1,1,1,2,2,2022-04-26
"2868",28334,2,1,1,3,2,2022-04-26
"2869",28364,1,1,1,2,2,2022-04-26
"2870",28748,1,1,1,2,2,2022-04-26
"2871",28425,2,1,1,3,2,2022-04-26
"2872",28658,2,1,1,3,2,2022-04-26
"2873",28761,1,1,1,2,2,2022-04-26
"2874",29127,3,1,1,4,2,2022-04-26
"2875",29645,1,1,1,2,2,2022-04-26
"2876",29306,4,1,1,5,2,2022-04-26
"2877",29676,2,1,1,3,2,2022-04-26
"2878",29101,NA,1,1,NA,2,2022-04-26
"2879",30277,3,1,1,4,2,2022-04-26
"2880",30461,4,1,1,5,2,2022-04-26
"2881",30750,4,1,1,5,2,2022-04-26
"2882",29874,2,1,1,3,2,2022-04-26
"2883",30238,11,1,1,12,2,2022-04-26
"2884",30290,2,1,1,3,2,2022-04-26
"2885",30642,3,1,1,4,2,2022-04-26
"2886",31025,1,1,1,2,2,2022-04-26
"2887",30559,1,1,1,2,2,2022-04-26
"2888",30577,2,1,1,3,2,2022-04-26
"2889",31206,4,1,1,5,2,2022-04-26
"2890",32433,3,1,1,4,2,2022-04-26
"2891",31730,1,1,1,2,2,2022-04-26
"2892",32266,1,1,1,2,2,2022-04-26
"2893",32548,6,1,1,7,2,2022-04-26
"2894",32625,1,1,1,2,2,2022-04-26
"2895",32212,4,1,1,5,2,2022-04-26
"2896",32763,3,1,1,4,2,2022-04-26
"2897",32796,3,1,1,4,2,2022-04-26
"2898",33147,3,1,1,4,2,2022-04-26
"2899",32667,1,1,1,2,2,2022-04-26
"2900",33559,5,1,1,6,2,2022-04-26
"2901",33597,1,1,1,2,2,2022-04-26
"2902",33916,5,1,1,6,2,2022-04-26
"2903",34436,1,1,1,2,2,2022-04-26
"2904",35173,5,1,1,6,2,2022-04-26
"2905",34974,3,1,1,4,2,2022-04-26
"2906",36083,2,1,1,3,2,2022-04-26
"2907",36870,4,1,1,5,2,2022-04-26
"2908",37311,2,1,1,3,2,2022-04-26
"2909",37772,3,1,1,4,2,2022-04-26
"2910",37774,3,1,1,4,2,2022-04-26
"2911",38115,3,1,1,4,2,2022-04-26
"2912",33974,1,1,1,2,2,2022-04-26
"2913",34442,5,1,1,6,2,2022-04-26
"2914",36532,1,1,1,2,2,2022-04-26
"2915",37716,2,1,1,3,2,2022-04-26
"2916",37353,1,1,1,2,2,2022-04-26
"2917",37764,1,1,1,2,2,2022-04-26
"2918",38632,1,1,1,2,2,2022-04-26
"2919",39209,1,1,1,2,2,2022-04-26
"2920",39345,1,1,1,2,2,2022-04-26
"2921",35235,2,1,1,3,2,2022-04-26
"2922",35906,2,1,1,3,2,2022-04-26
"2923",37073,1,1,1,2,2,2022-04-26
"2924",40299,8,1,1,9,2,2022-04-26
"2925",40383,1,1,1,2,2,2022-04-26
"2926",39823,1,1,1,2,2,2022-04-26
"2927",40509,7,1,1,8,2,2022-04-26
"2928",42431,1,1,1,2,2,2022-04-26
"2929",43302,2,1,1,3,2,2022-04-26
"2930",43551,4,1,1,5,2,2022-04-26
"2931",43512,1,1,1,2,2,2022-04-26
"2932",44266,2,1,1,3,2,2022-04-26
"2933",44280,1,1,1,2,2,2022-04-26
"2934",44857,1,1,1,2,2,2022-04-26
"2935",43910,1,1,1,2,2,2022-04-26
"2936",44129,3,1,1,4,2,2022-04-26
"2937",39562,2,1,1,3,2,2022-04-26
"2938",41030,1,1,1,2,2,2022-04-26
"2939",48035,1,1,1,2,2,2022-04-26
"2940",46635,2,1,1,3,2,2022-04-26
"2941",48206,2,1,1,3,2,2022-04-26
"2942",44302,2,1,1,3,2,2022-04-26
"2943",45640,2,1,1,3,2,2022-04-26
"2944",46256,4,1,1,5,2,2022-04-26
"2945",46544,3,1,1,4,2,2022-04-26
"2946",46711,1,1,1,2,2,2022-04-26
"2947",47710,2,1,1,3,2,2022-04-26
"2948",47712,3,1,1,4,2,2022-04-26
"2949",48114,3,1,1,4,2,2022-04-26
"2950",48128,2,1,1,3,2,2022-04-26
"2951",54304,4,1,1,5,2,2022-04-26
"2952",55425,1,1,1,2,2,2022-04-26
"2953",44004,2,1,1,3,2,2022-04-26
"2954",44515,2,1,1,3,2,2022-04-26
"2955",46135,2,1,1,3,2,2022-04-26
"2956",52211,1,1,1,2,2,2022-04-26
"2957",46312,5,1,1,6,2,2022-04-26
"2958",48420,1,1,1,2,2,2022-04-26
"2959",54403,1,1,1,2,2,2022-04-26
"2960",49431,2,1,1,3,2,2022-04-26
"2961",53146,1,1,1,2,2,2022-04-26
"2962",53714,1,1,1,2,2,2022-04-26
"2963",54409,1,1,1,2,2,2022-04-26
"2964",54902,2,1,1,3,2,2022-04-26
"2965",55068,1,1,1,2,2,2022-04-26
"2966",55379,4,1,1,5,2,2022-04-26
"2967",55454,5,1,1,6,2,2022-04-26
"2968",56308,2,1,1,3,2,2022-04-26
"2969",57401,1,1,1,2,2,2022-04-26
"2970",49418,3,1,1,4,2,2022-04-26
"2971",50588,2,1,1,3,2,2022-04-26
"2972",50703,1,1,1,2,2,2022-04-26
"2973",53562,6,1,1,7,2,2022-04-26
"2974",54449,1,1,1,2,2,2022-04-26
"2975",56303,1,1,1,2,2,2022-04-26
"2976",60448,1,1,1,2,2,2022-04-26
"2977",59720,1,1,1,2,2,2022-04-26
"2978",60018,3,1,1,4,2,2022-04-26
"2979",63040,7,1,1,8,2,2022-04-26
"2980",59901,3,1,1,4,2,2022-04-26
"2981",60510,1,1,1,2,2,2022-04-26
"2982",60517,4,1,1,5,2,2022-04-26
"2983",60560,2,1,1,3,2,2022-04-26
"2984",61081,1,1,1,2,2,2022-04-26
"2985",64157,2,1,1,3,2,2022-04-26
"2986",60805,1,1,1,2,2,2022-04-26
"2987",63031,14,1,1,15,2,2022-04-26
"2988",64064,2,1,1,3,2,2022-04-26
"2989",64083,1,1,1,2,2,2022-04-26
"2990",64116,1,1,1,2,2,2022-04-26
"2991",64133,2,1,1,3,2,2022-04-26
"2992",64079,1,1,1,2,2,2022-04-26
"2993",66210,6,1,1,7,2,2022-04-26
"2994",66762,3,1,1,4,2,2022-04-26
"2995",70420,1,1,1,2,2,2022-04-26
"2996",71104,2,1,1,3,2,2022-04-26
"2997",66206,1,1,1,2,2,2022-04-26
"2998",68512,2,1,1,3,2,2022-04-26
"2999",70116,2,1,1,3,2,2022-04-26
"3000",67214,1,1,1,2,2,2022-04-26
"3001",68133,3,1,1,4,2,2022-04-26
"3002",63135,6,1,1,7,2,2022-04-26
"3003",63367,5,1,1,6,2,2022-04-26
"3004",68372,1,1,1,2,2,2022-04-26
"3005",68901,1,1,1,2,2,2022-04-26
"3006",70435,2,1,1,3,2,2022-04-26
"3007",70605,2,1,1,3,2,2022-04-26
"3008",74104,2,1,1,3,2,2022-04-26
"3009",75189,4,1,1,5,2,2022-04-26
"3010",74037,1,1,1,2,2,2022-04-26
"3011",72122,1,1,1,2,2,2022-04-26
"3012",72904,1,1,1,2,2,2022-04-26
"3013",77087,3,1,1,4,2,2022-04-26
"3014",77316,4,1,1,5,2,2022-04-26
"3015",77357,1,1,1,2,2,2022-04-26
"3016",77414,3,1,1,4,2,2022-04-26
"3017",77365,7,1,1,8,2,2022-04-26
"3018",77051,3,1,1,4,2,2022-04-26
"3019",77085,1,1,1,2,2,2022-04-26
"3020",77802,2,1,1,3,2,2022-04-26
"3021",76306,1,1,1,2,2,2022-04-26
"3022",76643,2,1,1,3,2,2022-04-26
"3023",77075,3,1,1,4,2,2022-04-26
"3024",77091,3,1,1,4,2,2022-04-26
"3025",77327,2,1,1,3,2,2022-04-26
"3026",78368,2,1,1,3,2,2022-04-26
"3027",78557,1,1,1,2,2,2022-04-26
"3028",78727,3,1,1,4,2,2022-04-26
"3029",78747,4,1,1,5,2,2022-04-26
"3030",79765,2,1,1,3,2,2022-04-26
"3031",79106,2,1,1,3,2,2022-04-26
"3032",80005,5,1,1,6,2,2022-04-26
"3033",80482,3,1,1,4,2,2022-04-26
"3034",80524,5,1,1,6,2,2022-04-26
"3035",81224,4,1,1,5,2,2022-04-26
"3036",81401,4,1,1,5,2,2022-04-26
"3037",84025,2,1,1,3,2,2022-04-26
"3038",84109,2,1,1,3,2,2022-04-26
"3039",83619,4,1,1,5,2,2022-04-26
"3040",84405,2,1,1,3,2,2022-04-26
"3041",85323,2,1,1,3,2,2022-04-26
"3042",85373,1,1,1,2,2,2022-04-26
"3043",85708,2,1,1,3,2,2022-04-26
"3044",83647,2,1,1,3,2,2022-04-26
"3045",84015,5,1,1,6,2,2022-04-26
"3046",85017,2,1,1,3,2,2022-04-26
"3047",89015,7,1,1,8,2,2022-04-26
"3048",90670,1,1,1,2,2,2022-04-26
"3049",81521,1,1,1,2,2,2022-04-26
"3050",82609,1,1,1,2,2,2022-04-26
"3051",85365,7,1,1,8,2,2022-04-26
"3052",85701,1,1,1,2,2,2022-04-26
"3053",87107,2,1,1,3,2,2022-04-26
"3054",89145,5,1,1,6,2,2022-04-26
"3055",90056,4,1,1,5,2,2022-04-26
"3056",91030,8,1,1,9,2,2022-04-26
"3057",85304,4,1,1,5,2,2022-04-26
"3058",85377,3,1,1,4,2,2022-04-26
"3059",88001,1,1,1,2,2,2022-04-26
"3060",91724,6,1,1,7,2,2022-04-26
"3061",91740,4,1,1,5,2,2022-04-26
"3062",90089,4,1,1,5,2,2022-04-26
"3063",90602,3,1,1,4,2,2022-04-26
"3064",92029,4,1,1,5,2,2022-04-26
"3065",93001,4,1,1,5,2,2022-04-26
"3066",93637,1,1,1,2,2,2022-04-26
"3067",93703,2,1,1,3,2,2022-04-26
"3068",92139,4,1,1,5,2,2022-04-26
"3069",92657,3,1,1,4,2,2022-04-26
"3070",92782,3,1,1,4,2,2022-04-26
"3071",92832,1,1,1,2,2,2022-04-26
"3072",93257,1,1,1,2,2,2022-04-26
"3073",94526,8,1,1,9,2,2022-04-26
"3074",94930,3,1,1,4,2,2022-04-26
"3075",92845,1,1,1,2,2,2022-04-26
"3076",93110,3,1,1,4,2,2022-04-26
"3077",94517,2,1,1,3,2,2022-04-26
"3078",95133,4,1,1,5,2,2022-04-26
"3079",95219,1,1,1,2,2,2022-04-26
"3080",95023,4,1,1,5,2,2022-04-26
"3081",95821,2,1,1,3,2,2022-04-26
"3082",96766,2,1,1,3,2,2022-04-26
"3083",96768,1,1,1,2,2,2022-04-26
"3084",97220,3,1,1,4,2,2022-04-26
"3085",95688,2,1,1,3,2,2022-04-26
"3086",96161,3,1,1,4,2,2022-04-26
"3087",98251,2,1,1,3,2,2022-04-26
"3088",98826,3,1,1,4,2,2022-04-26
"3089",98204,3,1,1,4,2,2022-04-26
"3090",98531,2,1,1,3,2,2022-04-26
"3091",99515,1,1,1,2,2,2022-04-26
"3092",99505,1,1,1,2,2,2022-04-26
"3093",97003,3,1,1,4,2,2022-04-26
"3094",97060,2,1,1,3,2,2022-04-26
"3095",97501,2,1,1,3,2,2022-04-26
"3096",97526,1,1,1,2,2,2022-04-26
"3097",98203,4,1,1,5,2,2022-04-26
